loan_origination_date,report_date,default_date,loan_age_m,credit_utilization,dpd,internal_score,age,macro_gdp_growth,macro_unemployment,macro_interest_rate,LGD,EAD,default_flag,account_id,employment_status,marital_status,dependents,region,stage
7/1/2020,9/1/2022,5/5/2023,26,0.95,98,398,39,2.18,5.36,2.34,0.699231454,152785.8042,1,9699043,Employed,Divorced,2,North,3
9/26/2020,3/1/2023,6/2/2023,30,1,11,723,67,1.26,5.69,3.27,0.568212613,181275.6435,1,5517562,Employed,Single,3,North,2
3/15/2018,9/1/2024,,78,0.18,26,612,56,2.32,4.58,2.93,0.249168775,31690.56719,0,4127022,Self-Employed,Single,2,South,2
6/9/2017,3/1/2024,8/17/2024,81,1,118,642,67,1.69,5.07,3.45,0.7,137640.4915,1,6202413,Employed,Married,2,South,3
5/16/2017,1/1/2024,2/19/2024,80,0.56,18,570,49,0.34,2.65,1.74,0.504213507,84728.13516,1,1279215,Employed,Single,0,North,2
7/1/2016,6/1/2024,11/6/2024,95,1,141,434,45,1.05,4.62,3.94,0.649305202,124346.3206,1,6720622,Employed,Single,4,East,3
8/18/2018,2/1/2024,,66,0.27,118,318,45,2,6.44,2.91,0.302784358,22928.18654,0,6749593,Employed,Married,0,North,3
2/27/2017,3/1/2022,,61,0.83,0,691,28,1.69,4.92,3.46,0.560228769,148948.88,0,4637967,Employed,Single,3,North,2
12/28/2018,8/1/2023,,56,0.27,90,466,44,2.23,7.01,2.69,0.311269188,62955.74829,0,5191896,Unemployed,Married,4,West,3
10/4/2017,10/1/2023,7/6/2024,72,1,132,546,58,2.36,2.08,2.86,0.655232684,162260.0857,1,6995134,Employed,Divorced,1,West,3
6/21/2021,9/1/2022,,15,0.01,0,584,42,2.76,4.36,3.07,0.15,2000,0,3922097,Self-Employed,Married,0,West,2
6/26/2020,6/1/2024,11/29/2024,48,0.76,109,716,60,3.26,5.69,2.94,0.51820923,111831.9285,1,4693305,Employed,Married,1,West,3
2/19/2018,8/1/2023,9/28/2023,66,1,123,370,30,1.42,6.56,2.72,0.7,130500.0022,1,9351184,Retired,Single,4,North,3
8/23/2021,9/1/2023,,25,0.53,7,741,63,2.17,5.32,2.57,0.484422556,108030.6651,0,1985257,Employed,Single,0,South,2
7/19/2016,5/1/2023,,82,0.74,128,620,31,2.86,4.65,3.34,0.545268972,104325.5573,0,7510425,Employed,Single,4,East,3
2/10/2019,3/1/2023,6/3/2023,49,0.64,0,663,38,1.83,5.15,2.55,0.5039119,79285.04578,1,9120766,Retired,Single,1,West,2
11/25/2018,11/1/2023,6/3/2024,60,1,108,311,66,1.37,4.44,2.36,0.627570429,155595.9233,1,3118219,Unemployed,Married,4,West,3
10/29/2021,10/1/2024,,36,1,0,500,33,2.86,5.44,3.04,0.685016168,142196.9109,0,3320484,Employed,Married,0,East,2
6/19/2020,9/1/2024,3/16/2025,51,1,121,359,56,1.83,6.09,2.45,0.697489769,184674.8782,1,9099932,Employed,Married,1,West,3
1/8/2015,5/1/2023,,100,0.2,102,508,25,1.13,4.03,2.93,0.391039655,20303.78205,0,5036405,Employed,Single,4,North,3
9/7/2017,5/1/2024,,80,0.36,0,599,30,2.26,2.83,2.48,0.292401649,31015.43482,0,1814422,Employed,Widowed,3,West,2
10/12/2020,12/1/2023,,38,0.54,98,771,61,4.4,2.55,2.9,0.520208862,42941.72968,0,7713070,Employed,Single,4,North,3
4/1/2021,12/1/2023,,32,0.21,27,487,30,1.17,4.61,3.37,0.315342939,35884.26995,0,3767257,Employed,Married,3,East,2
5/8/2021,12/1/2024,5/2/2025,43,0.08,90,377,52,2.18,6.36,3.17,0.20803182,5761.397723,1,3739956,Employed,Married,2,South,3
2/7/2017,1/1/2024,,83,0.58,102,470,49,2.35,5.25,3.2,0.556931024,63421.90787,0,2193982,Employed,Married,3,North,3
8/18/2016,8/1/2022,2/12/2023,72,0.47,0,801,61,1.82,3.45,3.82,0.427105274,99284.52923,1,9593059,Employed,Married,1,South,1
7/16/2020,3/1/2023,11/23/2023,32,0.94,134,322,52,3.91,6.72,3.13,0.68645796,159344.9029,1,2643083,Employed,Married,1,South,3
11/5/2018,6/1/2022,4/24/2023,43,0.55,114,666,31,2.57,3.47,2.28,0.449843967,86935.64242,1,3343136,Unemployed,Single,3,West,3
7/23/2016,8/1/2024,7/3/2025,97,1,90,612,69,1.05,5.16,2.15,0.7,182286.5249,1,2684449,Unemployed,Married,0,North,3
3/17/2019,5/1/2022,3/9/2023,38,0.54,0,827,40,1.64,5.61,3.2,0.501823462,99250.72067,1,4324664,Retired,Married,0,West,2
7/16/2021,8/1/2022,,13,1,0,873,65,1.62,5.09,3.42,0.668716136,138542.882,0,4517741,Employed,Single,0,North,2
3/20/2020,9/1/2023,8/8/2024,42,0.65,27,381,30,2.51,5.29,3.81,0.44153764,81715.59672,1,2727408,Unemployed,Single,2,South,2
8/31/2016,8/1/2023,7/23/2024,84,1,125,601,55,2.96,3.49,2.38,0.689850968,171359.6309,1,1770173,Employed,Single,0,South,3
5/2/2021,1/1/2024,8/30/2024,32,1,112,661,28,2.18,3.24,2.96,0.659998072,162927.3391,1,1312023,Employed,Single,1,North,3
3/20/2020,3/1/2023,5/13/2023,36,1,83,319,21,0.32,5.74,2.69,0.696823771,158394.9554,1,9479025,Employed,Single,0,West,2
12/16/2018,9/1/2024,,69,1,0,575,59,2.38,6.43,2.82,0.7,138070.0439,0,8827494,Unemployed,Married,3,West,2
11/9/2019,1/1/2023,,38,1,92,382,52,0.78,3.28,3.51,0.677134917,167158.9513,0,4788340,Unemployed,Married,2,South,3
2/26/2016,8/1/2022,,78,1,69,889,29,1.93,3.9,2.36,0.697858831,139890.0223,0,8312203,Unemployed,Single,4,South,2
4/4/2017,8/1/2023,5/22/2024,76,1,36,721,65,3.01,5.79,2.36,0.7,152960.2669,1,3185454,Employed,Single,1,East,2
7/1/2017,7/1/2022,,60,0.78,0,750,48,1.85,4.65,3.42,0.621421544,150938.8829,0,7609280,Employed,Married,0,West,2
4/29/2020,5/1/2023,,37,0.61,0,339,63,3.24,4.17,2.38,0.373155533,83283.31528,0,8689205,Unemployed,Married,1,North,2
9/6/2020,11/1/2024,8/10/2025,50,1,121,642,62,2.83,5.65,3.56,0.669664985,123540.2149,1,3505365,Self-Employed,Married,0,West,3
4/8/2021,11/1/2024,,43,0.41,11,757,63,3.75,5.2,2.88,0.386064185,45449.05616,0,9143179,Self-Employed,Married,0,West,2
3/30/2016,1/1/2024,,94,1,3,845,58,1.5,7.19,2.81,0.7,174885.9765,0,5708569,Self-Employed,Married,2,South,2
3/1/2020,10/1/2023,,43,1,108,788,67,2.79,5.05,3.09,0.675404878,160094.6227,0,9810381,Unemployed,Divorced,3,South,3
7/26/2019,11/1/2023,8/26/2024,52,1,140,304,58,2.91,4.11,3.29,0.606172365,152422.4524,1,9803208,Unemployed,Single,4,South,3
5/14/2018,6/1/2022,9/6/2022,49,0.62,78,365,25,0.28,8.28,2.15,0.521985572,87818.12389,1,8997043,Unemployed,Divorced,2,South,2
7/26/2021,5/1/2022,4/4/2023,10,1,90,308,46,1.15,3.09,2.74,0.668231881,164707.1982,1,5856447,Unemployed,Married,2,West,3
5/3/2021,9/1/2024,,40,0.83,134,638,60,0.81,3.57,3.6,0.547016667,112517.903,0,3903633,Employed,Married,0,West,3
10/24/2018,2/1/2022,12/6/2022,40,0.46,130,343,53,0.74,5.56,2.69,0.371782731,80113.31137,1,1906450,Employed,Single,2,West,3
5/20/2016,4/1/2022,10/20/2022,71,0.57,136,397,33,2.17,3.72,3.55,0.454273732,75874.90862,1,3896818,Employed,Single,4,West,3
11/28/2015,6/1/2024,1/16/2025,103,1,143,442,43,2.38,5.77,2.7,0.669762767,137046.8123,1,5227995,Retired,Married,0,South,3
11/9/2021,7/1/2022,9/22/2022,8,0.71,38,694,64,-0.59,6.76,2.18,0.430221697,98750.2513,1,4457550,Retired,Married,2,West,2
7/31/2019,10/1/2024,2/19/2025,63,1,91,418,54,1.28,6.76,3.69,0.7,147491.8511,1,6446079,Employed,Single,2,North,3
9/28/2015,10/1/2024,,109,0.37,24,589,48,0.36,3.37,3.88,0.417243752,59523.40328,0,1646012,Unemployed,Single,2,East,2
9/29/2016,2/1/2024,,89,1,161,433,29,3.44,4.68,3.11,0.7,159709.1159,0,9715912,Self-Employed,Married,2,West,3
8/17/2019,10/1/2024,,62,0.37,121,849,52,0.81,5.16,3.34,0.296615716,2000,0,8668216,Self-Employed,Married,2,North,3
6/20/2016,2/1/2022,3/28/2022,68,1,129,556,25,4.17,2.7,2.7,0.689925423,138846.9888,1,8069337,Employed,Single,1,East,3
8/2/2017,6/1/2022,,58,0.42,11,571,31,3.48,6.11,3.24,0.380673934,60168.60045,0,6134544,Employed,Married,4,North,2
9/2/2018,12/1/2022,5/27/2023,51,0.62,0,568,59,3.03,8.31,3.1,0.520939719,128101.2408,1,9249953,Employed,Married,1,West,2
7/3/2019,9/1/2024,,62,0.15,14,845,37,2.31,3.52,2.37,0.265917024,5899.947832,0,3428081,Self-Employed,Married,2,West,2
5/29/2016,9/1/2022,,76,0.3,27,869,47,1.46,6.86,3,0.27829131,53255.93236,0,4775702,Self-Employed,Divorced,4,East,1
1/15/2016,10/1/2022,,81,0.67,103,713,39,2.23,3.66,2.22,0.522599778,135400.6062,0,9433840,Employed,Single,4,West,3
2/14/2017,5/1/2022,,63,0.4,105,558,55,1.16,2.95,2.48,0.39286402,38740.6294,0,2361303,Employed,Single,2,West,3
3/14/2018,9/1/2022,,54,1,142,511,33,0.71,0.49,3.51,0.7,162879.5045,0,3806284,Employed,Single,1,East,3
11/11/2019,12/1/2022,,37,0.89,65,622,56,3.22,4.73,2.65,0.674725327,122454.5633,0,1888036,Employed,Single,3,North,2
8/28/2016,3/1/2022,,67,0.89,125,376,45,1.35,3.2,2.92,0.678952834,128407.3252,0,9791689,Employed,Married,3,East,3
11/25/2016,4/1/2022,8/15/2022,65,1,110,528,66,1.99,5.69,2.86,0.7,138937.7833,1,8948838,Employed,Married,0,East,3
9/20/2019,4/1/2022,,31,0.2,134,429,41,2.73,4.39,3.71,0.330522957,20362.85383,0,6188757,Unemployed,Married,3,North,3
11/5/2018,8/1/2023,,57,0.56,0,726,43,3.5,2.06,3.41,0.47848814,143438.243,0,5197571,Retired,Married,4,South,2
7/26/2018,10/1/2022,,51,0.33,0,581,44,2.37,4.33,3.14,0.288445604,71389.11744,0,3539448,Employed,Married,3,South,2
2/18/2018,2/1/2022,,48,0.54,27,717,42,1.96,5.6,3.04,0.517168499,108034.7572,0,9499970,Employed,Single,1,West,2
1/19/2019,1/1/2023,3/22/2023,48,1,98,723,35,3.25,5.5,2.91,0.7,164839.8697,1,5902825,Self-Employed,Married,2,West,3
1/26/2019,4/1/2024,6/15/2024,63,1,108,615,50,0.4,5.47,3.29,0.677847799,122874.8642,1,1953959,Employed,Single,4,South,3
9/22/2021,12/1/2024,8/16/2025,39,0.78,163,400,57,1.27,8.35,2.61,0.555025352,129899.1594,1,2947763,Employed,Married,4,West,3
8/22/2018,11/1/2023,12/4/2023,63,0.49,10,423,43,0.28,4.57,4.44,0.434328777,99958.59229,1,5354385,Unemployed,Married,0,West,2
5/5/2015,11/1/2023,5/15/2024,102,1,134,452,69,0.62,4.26,3.22,0.7,137932.0105,1,3866757,Self-Employed,Married,1,West,3
7/8/2020,1/1/2024,,42,1,0,544,65,3.71,1.09,3.66,0.7,174306.5333,0,4045315,Unemployed,Single,0,East,2
4/12/2016,12/1/2024,,104,1,25,879,28,0.83,5.49,2.34,0.7,169086.7242,0,5156532,Retired,Divorced,2,East,2
3/24/2019,4/1/2023,8/24/2023,49,0.72,51,329,47,4.28,1.32,2.23,0.630997869,150040.8009,1,9117654,Employed,Married,1,North,2
8/18/2016,8/1/2022,4/21/2023,72,1,132,355,63,2.85,5.69,3.73,0.7,146644.3397,1,6590240,Self-Employed,Single,4,South,3
9/15/2019,5/1/2022,,32,0.52,16,846,62,3.74,5.62,3.94,0.44553178,61047.78035,0,1049115,Employed,Single,1,West,1
10/5/2018,8/1/2024,,70,0.53,0,812,41,0.11,5.28,2.98,0.488565529,77267.43781,0,8601723,Employed,Divorced,0,North,1
1/24/2021,5/1/2023,,28,1,8,639,39,1.79,3.76,2.34,0.648373805,183711.4199,0,1494592,Self-Employed,Married,3,East,2
8/17/2020,12/1/2024,,52,0.38,0,840,25,2.79,4.28,3.34,0.378896352,25431.88238,0,1678066,Retired,Married,1,South,1
9/18/2019,2/1/2022,,29,0.31,134,357,66,0.78,6.42,3.5,0.410965317,10132.48569,0,3692794,Employed,Divorced,4,West,3
5/28/2017,11/1/2024,,90,0.45,13,673,56,2.28,7.21,2.67,0.386597705,74287.90558,0,6644807,Employed,Single,4,North,2
7/15/2017,12/1/2024,,89,1,35,644,21,2.6,3.68,2.87,0.657618304,146148.2141,0,7922496,Employed,Widowed,2,South,2
6/25/2016,6/1/2024,,96,0.07,130,350,34,1.28,3.91,2.76,0.155895556,15654.55786,0,6864075,Employed,Single,4,South,3
4/19/2018,2/1/2024,10/31/2024,70,0.57,109,402,67,0.69,3.02,3.74,0.409018348,109406.2354,1,4790328,Employed,Married,0,North,3
6/29/2015,5/1/2024,,107,0.04,0,409,26,-0.09,6.66,3.11,0.15,2000,0,9476563,Employed,Single,4,South,2
1/28/2016,2/1/2022,,73,0.62,1,761,46,0,8.21,2.08,0.472474595,60539.88338,0,4599865,Employed,Married,3,West,2
3/30/2015,5/1/2022,,86,0.44,0,790,46,1.73,1.78,2.83,0.321721649,111889.6311,0,1513953,Employed,Married,1,West,1
5/26/2019,8/1/2023,,51,0.29,11,486,42,2.63,4.46,2.43,0.310280917,28555.43425,0,4297291,Employed,Married,3,South,2
12/23/2019,4/1/2023,,40,0.87,104,640,53,1.05,4.27,2.17,0.673613859,114319.2576,0,1487510,Unemployed,Married,0,North,3
7/27/2020,10/1/2022,,27,0.74,132,683,48,2.24,5.08,3.58,0.511612191,138074.4003,0,3429151,Unemployed,Married,4,North,3
3/13/2015,4/1/2024,,109,0.25,0,827,58,2.73,4.15,3.81,0.363464196,34810.21758,0,2307506,Employed,Married,4,South,1
12/16/2017,12/1/2022,,60,0.66,13,476,58,0.73,4.3,2.74,0.538539604,102732.203,0,1976433,Unemployed,Married,1,South,2
12/2/2015,2/1/2024,12/6/2024,98,1,92,430,33,2.21,5.05,2.5,0.7,164655.8025,1,3691276,Self-Employed,Married,0,North,3
2/23/2018,5/1/2022,2/1/2023,51,0.54,167,439,55,3.17,6.65,3.86,0.414108272,107671.6621,1,3538568,Unemployed,Single,1,North,3
2/12/2015,10/1/2024,,116,1,90,887,42,0.67,4.4,3.78,0.7,148330.7861,0,6795250,Self-Employed,Married,2,West,3
1/24/2016,1/1/2023,,84,0.23,0,643,25,3.2,7.26,2.2,0.221903305,69899.04012,0,4678621,Employed,Married,2,West,2
3/20/2018,1/1/2024,,70,1,1,879,57,2.45,4.69,3.96,0.7,112284.003,0,7295425,Employed,Divorced,4,North,2
12/4/2019,10/1/2023,11/22/2023,46,1,129,756,60,2.64,7.02,2.76,0.7,170195.7447,1,4138102,Unemployed,Married,3,South,3
10/18/2018,8/1/2022,11/21/2022,46,1,155,878,33,1.11,4.95,2.99,0.7,138209.4488,1,4477084,Employed,Widowed,1,East,3
9/12/2018,3/1/2023,,54,0.95,139,610,53,1.96,4.36,2.47,0.61372027,174945.4263,0,1021650,Unemployed,Married,1,North,3
12/28/2019,10/1/2022,3/24/2023,34,0.72,140,742,29,1.13,5.98,3.37,0.501246508,115840.8896,1,9825150,Unemployed,Married,1,North,3
7/21/2020,3/1/2023,,32,1,22,796,49,1.48,4.08,3.93,0.7,141541.8934,0,9878234,Employed,Married,3,East,2
1/3/2018,1/1/2023,12/13/2023,60,1,130,893,22,3.02,6.82,2.92,0.6525826,168256.8219,1,6738852,Unemployed,Married,3,West,3
8/15/2021,6/1/2024,9/27/2024,34,1,76,808,36,4,4.47,2.72,0.7,172863.7669,1,1749971,Unemployed,Married,0,West,2
9/14/2020,6/1/2023,,33,0.42,0,823,43,2.62,1.5,3.07,0.31264311,80837.88246,0,4681890,Unemployed,Single,3,South,1
7/27/2015,5/1/2024,,106,0.76,126,586,60,2.8,3.53,2.38,0.610408711,98406.07521,0,1919134,Employed,Single,1,North,3
10/4/2019,11/1/2023,5/3/2024,49,0.78,53,759,62,2.07,4.79,3.91,0.517373834,112319.6575,1,8726890,Self-Employed,Married,1,East,2
2/17/2017,5/1/2024,,87,1,19,763,66,1.53,4.82,3.18,0.7,154918.5433,0,8349369,Employed,Single,3,East,2
5/6/2019,6/1/2023,,49,0.18,0,824,61,2.52,5.12,3.56,0.280281547,31174.80695,0,5142807,Employed,Married,1,West,1
3/20/2016,7/1/2024,5/13/2025,100,1,90,450,28,2.98,3.53,3.23,0.665161409,169994.9095,1,3331348,Unemployed,Divorced,2,East,3
3/5/2019,12/1/2022,,45,0.12,11,425,48,0.55,8.45,2.91,0.245101328,2000,0,6137997,Employed,Married,0,East,2
6/13/2015,7/1/2023,10/26/2023,97,1,144,427,45,2.6,5.12,3.07,0.7,161686.5411,1,4702418,Employed,Married,3,North,3
12/1/2020,8/1/2023,1/19/2024,32,1,149,623,41,1.92,3.43,2.93,0.673057907,149200.3729,1,3269798,Unemployed,Married,0,East,3
4/30/2018,11/1/2024,,79,0.2,2,877,61,4.7,4.37,2.31,0.209572266,18229.98767,0,1292575,Employed,Single,3,East,1
5/21/2015,8/1/2022,,87,0.66,1,583,29,1.11,4.07,1.73,0.414868715,89150.26444,0,4998422,Employed,Single,0,North,2
2/4/2019,5/1/2022,,39,0.98,3,745,54,0.41,2.21,2.93,0.7,147709.2467,0,4329049,Self-Employed,Single,0,West,2
6/7/2019,11/1/2023,,53,0.58,0,514,30,2.2,8.42,3.63,0.390759861,19978.29791,0,4351278,Retired,Divorced,4,North,2
12/7/2020,12/1/2022,,24,0.28,0,779,35,3.28,5.16,2.9,0.30876721,32974.20858,0,5335518,Self-Employed,Single,3,West,2
12/11/2017,10/1/2022,,58,0.39,3,785,21,2.65,5.36,2.81,0.351327589,45983.70351,0,7426288,Retired,Single,1,North,2
7/6/2019,7/1/2024,,60,0.44,131,432,24,2.77,3.48,3.32,0.425957139,81655.66419,0,9065819,Employed,Single,0,North,3
5/30/2021,3/1/2022,,10,0.9,102,467,42,2.85,5.22,3.16,0.629897725,123889.4663,0,5962140,Unemployed,Single,4,South,3
8/25/2020,12/1/2024,11/24/2025,52,1,112,576,46,2.06,3.03,3.59,0.683527611,150697.724,1,3444291,Employed,Divorced,4,West,3
3/14/2021,2/1/2022,12/26/2022,11,1,132,478,60,1.27,5.63,1.63,0.7,185845.5326,1,8913490,Retired,Married,4,North,3
7/14/2021,12/1/2024,,41,0.25,54,719,56,0.66,2.44,3.41,0.304252901,62387.0304,0,9070924,Employed,Single,3,North,2
2/3/2020,12/1/2023,,46,1,2,657,34,3.86,6.66,3.15,0.7,173045.428,0,7353385,Unemployed,Married,1,North,2
3/20/2015,6/1/2023,10/19/2023,99,0.83,6,495,63,2.08,6.08,3.53,0.629963379,119502.5514,1,6521452,Employed,Single,2,South,2
7/18/2021,8/1/2023,,25,0.6,98,447,33,2.74,4.13,3.29,0.403221394,105860.6456,0,5965050,Employed,Single,3,North,3
12/11/2016,2/1/2023,7/16/2023,74,0.13,110,616,65,2.22,4.65,1.99,0.259339434,19822.04399,1,1484273,Employed,Single,2,East,3
4/2/2015,1/1/2024,5/3/2024,105,0.63,175,410,42,1.3,3.42,2.45,0.52712344,95578.13579,1,4621420,Unemployed,Divorced,2,West,3
5/16/2015,8/1/2022,,87,0.46,27,897,44,2.32,5.55,3.56,0.352165844,82193.70687,0,3267357,Unemployed,Married,3,South,1
1/26/2018,5/1/2023,,64,0.25,54,737,48,1.83,6.56,3.06,0.275295976,30560.12823,0,8347000,Employed,Married,3,North,2
9/23/2015,1/1/2023,,88,0.7,1,319,68,3.98,3.85,3.56,0.533034636,139860.0621,0,4819712,Employed,Married,1,South,2
11/7/2021,1/1/2023,,14,1,1,608,23,2.18,6.49,2.59,0.693275161,151797.3972,0,1274535,Retired,Married,0,East,2
1/21/2015,9/1/2022,,92,1,0,750,56,1.42,-0.33,3.23,0.7,167367.2113,0,3115226,Self-Employed,Married,2,East,2
6/29/2018,8/1/2023,,62,0.03,5,859,32,1.53,3.23,3.19,0.238068339,38612.00959,0,6287913,Self-Employed,Married,1,West,1
9/30/2019,11/1/2022,,38,0.55,0,579,48,1.82,5.52,3.58,0.506588336,108133.0755,0,4649886,Employed,Single,0,West,2
4/14/2018,9/1/2024,3/13/2025,77,0.94,26,626,27,-0.56,5.2,3.36,0.60138904,117821.6179,1,4352214,Employed,Married,0,West,2
4/8/2019,3/1/2023,,47,0.51,130,662,32,3.24,1.58,2.38,0.4616035,90397.9179,0,2868670,Employed,Single,2,North,3
3/31/2019,12/1/2024,,69,1,124,457,41,3.5,3.81,2.7,0.7,172014.3879,0,3750025,Employed,Married,3,South,3
4/29/2017,9/1/2023,,77,1,0,618,22,1.12,7.96,3.42,0.7,172837.2604,0,2531064,Employed,Married,4,South,2
6/30/2021,11/1/2022,8/12/2023,17,0.87,0,400,24,2.01,5.11,3.18,0.683049021,113234.1033,1,7102545,Employed,Divorced,2,West,2
5/18/2019,6/1/2024,1/22/2025,61,0.58,118,510,61,1.66,5.59,2.66,0.569613522,78859.29526,1,3872875,Employed,Married,2,East,3
11/18/2015,2/1/2022,,75,0.63,111,330,69,2.38,7.44,3.15,0.547685477,119391.1647,0,9605094,Unemployed,Married,4,South,3
9/25/2016,1/1/2023,3/5/2023,76,1,99,542,69,2.46,7.56,2.58,0.7,139764.7926,1,7985945,Unemployed,Married,4,North,3
1/7/2020,11/1/2022,8/9/2023,34,0.69,137,404,55,1.11,4.4,2.44,0.581754424,102506.0789,1,2031519,Employed,Single,2,South,3
9/25/2020,4/1/2023,,31,0.42,96,407,45,1.05,3.18,4.23,0.388244392,99517.51619,0,4196340,Employed,Divorced,2,North,3
6/5/2017,9/1/2022,2/20/2023,63,0.74,106,382,29,2.28,4.14,2.8,0.558195152,115044.015,1,5155299,Unemployed,Divorced,4,West,3
8/13/2017,2/1/2024,,78,0.32,6,749,56,1.01,3.02,2.55,0.308429288,38464.51724,0,2600396,Employed,Married,1,South,1
2/16/2017,7/1/2022,,65,0.41,40,547,44,2.78,2.49,2.92,0.453670668,48947.65286,0,4666344,Employed,Single,4,East,2
10/20/2020,1/1/2023,,27,1,113,515,48,3.72,4.24,2.74,0.659078567,161654.3866,0,2657888,Employed,Single,0,North,3
9/4/2018,8/1/2024,2/11/2025,71,0.79,113,574,26,1.92,5.21,1.53,0.661118386,96837.03983,1,7928040,Employed,Married,2,East,3
11/6/2016,3/1/2023,7/24/2023,76,1,90,769,34,0.58,5.02,2.94,0.7,150053.2807,1,8586725,Unemployed,Married,3,East,3
5/8/2020,7/1/2022,11/16/2022,26,0.73,95,321,23,0.72,5.11,2.98,0.481534691,121164.6107,1,5808163,Employed,Divorced,4,West,3
8/4/2020,12/1/2024,,52,0.07,0,619,30,3,3.53,2.87,0.206882465,41482.99641,0,4956778,Unemployed,Married,3,East,1
3/12/2017,10/1/2023,9/6/2024,79,1,0,792,43,1.91,3.1,2.29,0.594998675,168350.9616,1,2846357,Self-Employed,Single,1,North,2
9/19/2019,2/1/2022,,29,0.38,120,715,46,2.55,7.34,1.98,0.390275401,47718.69764,0,3731638,Retired,Married,4,East,3
5/18/2018,4/1/2024,,71,0.6,1,758,60,2.58,7.3,2.95,0.524261574,118568.3864,0,4438618,Self-Employed,Married,4,North,2
4/6/2016,9/1/2022,7/3/2023,77,0.71,0,744,52,2.61,3.19,2.54,0.510882202,105509.6992,1,1751518,Employed,Married,0,East,2
9/3/2019,3/1/2023,9/2/2023,42,1,108,775,35,3.53,5.28,2.37,0.7,130285.9396,1,6877809,Retired,Married,3,North,3
4/3/2021,12/1/2024,,44,0.2,114,382,39,1.55,0.63,3.31,0.357707872,31559.17281,0,8226585,Unemployed,Single,3,South,3
4/19/2017,1/1/2022,,57,1,120,840,47,1.9,4.08,2.94,0.674712665,183763.384,0,2699660,Self-Employed,Married,0,South,3
10/19/2021,10/1/2022,12/14/2022,12,1,98,452,54,2.27,6.81,2.3,0.647054621,158304.801,1,6691276,Employed,Married,4,West,3
7/10/2015,5/1/2023,12/28/2023,94,1,90,501,44,1.37,5.13,2.73,0.7,155250.4373,1,4243087,Unemployed,Single,4,South,3
10/2/2017,11/1/2023,9/29/2024,73,1,134,304,65,3.43,5.19,3.78,0.7,187744.2329,1,8749972,Unemployed,Single,4,West,3
10/17/2020,10/1/2022,,24,0.1,84,481,38,2.15,5.8,2.35,0.205184784,2000,0,1978836,Employed,Single,1,North,2
2/6/2016,12/1/2022,,82,0.92,93,612,41,0.96,5,2.89,0.7,117288.0177,0,2260386,Unemployed,Single,1,South,3
2/19/2020,4/1/2024,6/12/2024,50,1,6,573,68,2.37,5.35,2.72,0.7,122683.0706,1,2821367,Employed,Divorced,0,East,2
6/26/2019,1/1/2024,12/7/2024,55,1,53,823,59,0.88,3.96,2.98,0.662875788,162452.9637,1,3736582,Employed,Married,1,West,2
7/3/2019,1/1/2024,,54,0.88,121,354,55,2.62,4.99,2.67,0.609734708,140329.8625,0,5071495,Retired,Single,3,North,3
10/18/2016,1/1/2023,11/24/2023,75,1,90,418,26,1.16,4.01,3.28,0.7,185854.7273,1,1126202,Self-Employed,Divorced,3,West,3
10/25/2016,8/1/2022,12/27/2022,70,1,112,881,42,-0.67,7.27,3.09,0.7,159869.5015,1,7646705,Employed,Single,0,South,3
2/9/2021,5/1/2024,,39,0.55,126,592,59,-0.07,5.55,2.44,0.480644043,79416.85681,0,1285622,Employed,Married,0,North,3
11/10/2017,7/1/2023,12/20/2023,68,0.56,70,671,49,3.08,3.11,2.72,0.414009282,89035.89746,1,5371272,Employed,Married,1,East,2
10/30/2021,9/1/2022,12/17/2022,11,0.83,82,667,53,1.94,3.79,2.13,0.7,131854.1484,1,6319728,Retired,Single,4,South,2
6/20/2016,12/1/2022,,78,0.02,1,657,37,1.39,5.72,2.26,0.15,2000,0,4301394,Employed,Married,3,East,1
6/23/2017,5/1/2022,10/4/2022,59,0.56,106,308,64,0.09,4.35,2.76,0.441243111,143206.6329,1,8097037,Employed,Single,1,West,3
6/24/2017,3/1/2022,9/29/2022,57,0.36,113,320,54,0.61,5.29,2.79,0.365116892,69397.42036,1,3848439,Employed,Single,1,North,3
9/9/2019,1/1/2023,3/12/2023,40,1,91,393,69,1.08,9,3.85,0.7,159200.1662,1,6998223,Self-Employed,Married,3,North,3
7/20/2020,6/1/2023,,35,0.58,0,793,59,2.47,2.4,3.06,0.511698799,104303.2797,0,3469970,Employed,Single,3,South,2
8/4/2021,2/1/2023,8/1/2023,18,0.43,26,547,47,2.76,6.08,3.35,0.407243275,83688.21961,1,2550184,Unemployed,Single,1,South,2
7/6/2018,8/1/2023,,61,0.6,124,329,67,2.53,5.53,2.74,0.503164427,92188.93029,0,1806564,Employed,Married,1,North,3
6/20/2020,6/1/2022,10/1/2022,24,0.86,57,727,29,2.1,5.06,2.73,0.625175733,121375.1773,1,2461312,Self-Employed,Single,3,East,2
8/7/2016,12/1/2022,,76,1,152,825,33,1,4.68,2.82,0.7,166989.0137,0,1544026,Employed,Married,0,South,3
4/17/2021,11/1/2024,3/13/2025,43,0.55,31,560,39,2.35,5.66,2.95,0.326021996,95214.21681,1,1337462,Unemployed,Married,3,East,2
2/23/2016,1/1/2024,12/17/2024,95,1,90,480,51,1.9,7.33,3.44,0.685169627,138802.198,1,6253974,Employed,Married,4,East,3
